G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,WAR
5,13,13,0,0.0,0,0,0,0,0,0.0,0,0,4,0,0,0,0,0,0,2,1,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3076923076923077,0.0,0.3333333333333333,0.6666666666666666,0.5,320.61538461538464,0.0,0.0,-2.891406103300142,-0.3903,3,6,WC,13,13,0,0,0,0,0,S6,1.0,False,2TM,LEM,-0.24468614224490787
4,11,11,0,0.0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,2,1,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18181818181818182,0.0,0.3333333333333333,0.6666666666666666,0.5,325.45454545454544,0.0,0.0,-2.4870862487279073,-0.3475,3,6,WC,11,11,0,0,0,0,0,S6,1.0,True,SAR,SAR,-0.21109330572385457
1,2,2,0,0.0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,294.0,0.0,0.0,-0.4043198545722348,-0.042800000000000005,0,0,WC,2,2,0,0,0,0,0,S6,1.0,True,LEM,LEM,-0.033592836521053264
5,12,11,1,1.0,0,1,0,0,2,1.0,1,0,3,0,0,0,0,0,1,1,0,5,1,0,0.09090909090909091,0.16666666666666666,0.18181818181818182,0.3484848484848485,0.09090909090909091,0.125,,0.0,0.25,0.08333333333333333,0.25,0.75,0.3333333333333333,257.4166666666667,0.16666666666666666,0.18181818181818182,-1.866554628828871,-0.08549999999999996,2,6,BP,12,11,1,2,1,0,0,S6,2.0,False,SAS,SAS,-0.1456205692658658
12,31,25,6,5.0,1,1,0,4,19,7.0,6,0,13,0,0,0,0,0,0,0,2,4,0,0,0.24,0.3870967741935484,0.76,1.1470967741935483,0.52,0.25,,0.12903225806451613,0.41935483870967744,0.1935483870967742,0.3333333333333333,0.6666666666666666,0.5,213.67741935483872,0.3548387096774194,0.7307692307692307,1.4295008544264869,0.13240000000000007,2,4,TT,31,26,6,19,5,0,0,S6,4.0,False,SAR,SAR,0.248956893953287
1,3,2,0,0.0,0,0,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,,,0.0,0.6666666666666666,0.3333333333333333,,,,230.33333333333334,0.3333333333333333,0.0,0.36053353365989826,0.072,0,0,TT,3,2,0,0,1,0,0,S6,5.0,False,TTT,TTT,0.046312076770245146
5,12,11,3,1.0,2,0,1,0,5,2.0,1,0,4,2,0,0,0,0,0,0,1,2,1,0,0.2727272727272727,0.3333333333333333,0.45454545454545453,0.7878787878787878,0.18181818181818182,0.42857142857142855,,0.0,0.3333333333333333,0.08333333333333333,0.25,0.75,0.3333333333333333,237.0,0.25,0.3333333333333333,0.9244603863185272,0.19669999999999993,1,3,BP,12,12,3,4,0,0,0,S6,6.0,False,TAK,TAK,0.133480932248874
8,21,17,4,1.0,3,1,0,0,5,2.0,4,0,3,2,0,0,0,0,1,1,3,5,1,0,0.23529411764705882,0.38095238095238093,0.29411764705882354,0.6750700280112045,0.05882352941176472,0.2857142857142857,,0.0,0.14285714285714285,0.19047619047619047,0.45454545454545453,0.5454545454545454,0.8333333333333334,242.57894736842104,0.3333333333333333,0.35294117647058826,-0.6253591130329523,-0.2715,5,6,1B,21,17,3,6,4,0,0,S6,10.0,False,PUK,PUK,0.009275152526492003
3,7,6,1,0.0,1,0,0,0,1,1.0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.45238095238095233,0.0,0.25,,0.0,0.2857142857142857,0.14285714285714285,0.6666666666666666,0.3333333333333333,2.0,274.57142857142856,0.2857142857142857,0.16666666666666666,-0.4577234230460343,-0.11259999999999999,2,1,WC,7,6,1,1,1,0,0,S6,13.0,False,PBA,PBA,-0.021835321028007688
7,19,17,5,3.0,2,0,1,2,13,5.0,2,0,5,2,0,0,0,0,3,4,1,2,0,0,0.29411764705882354,0.3684210526315789,0.7647058823529411,1.13312693498452,0.4705882352941176,0.3,,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.8,0.2,4.0,226.1764705882353,0.3684210526315789,0.7058823529411765,0.39027383093070017,-0.33010000000000006,8,2,BP,19,17,5,12,2,0,0,S6,16.0,False,FRG,FRG,0.10399929798668703
